,If you like,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
5514214996211995551,5514214996211995551,5263606973029607223,-4754223659064624252,2081512200574495983,-1111518890369033396,-6.643406494673362e+18
5518462222339671372,5518462222339671372,-8202212195240926680,-1024046541613287684,7963184191158282052,4807410384082534048,-3.3572954479787264e+18
5524888769622800245,5524888769622800245,-6215634663594744290,3134511142783292503,6614704926858202954,374674704202038318,-2.1414974718860864e+18
5530820581773167955,5530820581773167955,-7527881206365368,1984587708208773,1851975995406778464,2709926970543371965,5.822211783543822e+18
5533752987392101383,5533752987392101383,3779639438468810958,-8312968399134741370,-7384231993217222764,3296513714237850943,1.220948775534529e+18
5545306236636747547,5545306236636747547,-5678159351655490918,8316918063034631031,5929055844564382383,2335028422423709400,6.800965548226529e+18
5558603035498264655,5558603035498264655,-1683903891018782242,-3059841990815099417,5062670850994683718,3884256359744615997,-4.5759434177658993e+18
5568089143939945595,5568089143939945595,7078276984547732873,3196303498841885455,4189221198175710203,7572869304086387835,5.901067357946112e+18
5589105207760786822,5589105207760786822,1362723651715193305,7251252752220327534,7569814035922103969,-6510151088126868601,-6.016433871633245e+18
5619251370090681244,5619251370090681244,9128267824356972069,8219310215587599928,8381798621267347902,-7356135999773525293,1.4339518034384484e+18
5619269934194012474,5619269934194012474,7498047411414226273,-592655813177747831,365571143597993923,8065912276310959188,-3.499919498720039e+18
5640834597379907148,5640834597379907148,2048657552251060795,6504364365389213533,-3633300009206493694,7520301770873472812,6.352416307575007e+18
5653476548835345267,5653476548835345267,1003778007373126185,363303724138208407,2531450382701518075,1220948775534529013,8.70845247182554e+18
5658521282502533116,5658521282502533116,4105873627900556540,4904775878165401439,-4086521633840243549,-817129654810180675,8.749720044741011e+18
5658615529969625284,5658615529969625284,-569322218183730892,-2477364558321255827,5658615529969625284,-2375266175756882986,-2.2133201667273715e+18
5659318589553771161,5659318589553771161,-7380550029266431533,8836508987743809103,7813943820850065086,-1081723567492738167,9.15163413356893e+18
5669290109546991426,5669290109546991426,-1181242543195516037,-9020955625521881630,231281690254211527,2867605706298498445,4.4303563555871657e+18
5672978373195158195,5672978373195158195,2633033854118851671,2642993575444549134,8326017498198914888,-7442296890640709658,4.716135688735489e+18
5680566822246004912,5680566822246004912,7905485530310717815,8786528563105605644,-1737937277055036780,5156657166068502754,-7.207778005228713e+17
5681075485882787671,5681075485882787671,-5690023155612846030,5940374562401786524,-498521148402713730,3801658304588389996,-4.06854523897842e+18
5684817723169964056,5684817723169964056,-377975173223377441,-1556169727291354289,1954074927376897165,1137471872769164371,9.217155070834565e+18
5688279681867464747,5688279681867464747,-8426084422061984285,2695065703077082407,6525794335263078309,6237433897543964784,-6.878119266243511e+18
5701873751630396950,5701873751630396950,-1443593727366384026,-4205603734017049464,9213260650272029784,-6851896696719147400,-8.992201526199202e+18
5714055337338770799,5714055337338770799,514858832555251637,2265761247530716287,98528655405030624,6757348772114374254,7.681335193431615e+18
5714314286511882372,5714314286511882372,1797761064772338938,-1536771179525677307,-1763986443823721481,-329139582593571060,1.3177820559090957e+18
5714874452041944640,5714874452041944640,8181531374206668183,-5314778455998444995,2474876390020567211,-4575943417765899041,3.884256359744616e+18
5719793245136119929,5719793245136119929,7191770005709670956,5401376580769090495,-8370744479086515302,-7613994611628693820,-6.468782714472551e+18
5726008417498979736,5726008417498979736,7401798504722165526,-1463025432902754108,7077639154797499584,-5794047401651735687,6.850736306618006e+17
5728858831120768412,5728858831120768412,-6171950598721418038,5658615529969625284,-569322218183730892,-2213320166727371491,-2.375266175756883e+18
5745373608367143062,5745373608367143062,9091641298512813712,897043351348716074,7253370880729538418,8402348887626635381,2.793899372921426e+18
5761988486867612282,5761988486867612282,-7108012586837980940,8028897172674067530,-6798063491592860025,-1073835383506921412,-5.055745575969002e+18
5772565485432112058,5772565485432112058,5508043659570633487,1431351528207086249,-1804728901674946596,-7900768082301348135,-1.8682971955904312e+18
5779887740609126631,5779887740609126631,790210667253898984,8355302955998803709,378386436485699053,1314740759271289025,1.1157507781379981e+18
5787934590133549357,5787934590133549357,-8641360668993633978,-3462051751080362224,5875183869203898283,6535950170823528902,2.8249962486836403e+18
5795281877636738272,5795281877636738272,6917508501173008954,3609315114795782005,1920899299418335515,5281570276277574938,-3.7455829718594606e+18
5806996498600223274,5806996498600223274,-9153494109165200346,-9172673334835262304,6285786669275987455,3965818599169726564,-8.909927294729358e+18
5816734694927565572,5816734694927565572,4577451034168098359,-1072987232233605661,5795281877636738272,-8167536150098135304,-7.564053678326008e+18
5817939718364925129,5817939718364925129,5817939718364925129,4869691310149728361,5380540855517464621,2847365042071859088,-7.766518409111703e+18
5822211783543822544,5822211783543822544,2384931701643938149,6377566860234930618,-2271868873349907631,5302085907556673015,-4.2932628559382093e+18
5827857898404399503,5827857898404399503,-6016433871633244814,-7454907763335725103,-6510151088126868601,5156657166068502754,7.569814035922104e+18
5831479026588423198,5831479026588423198,-427385793606723821,5239464617027010625,1768072794787289517,3548262914600772288,9.032993320407723e+18
5831978693732969930,5831978693732969930,8946250624470221174,-5808672937983623398,5817939718364925129,5380540855517464621,2.847365042071859e+18
5834671664627894569,5834671664627894569,5834671664627894569,8295457724580096419,8433131156569129937,-3718969219417182449,7.828019124127586e+18
5842191581670322333,5842191581670322333,-4657414671719964025,1971653634364577968,-3488100191290830083,-5691384416070374740,5.384282624557637e+18
5843350704442714396,5843350704442714396,-7691630854548349557,-3785072380450959101,-2250487690322202259,9038543365726770177,4.590088654136594e+17
5843362068320522769,5843362068320522769,-4029704725707465084,-3169423801125605259,4629488036162962359,1729892529360390310,6.984066580750578e+18
5847042211895226591,5847042211895226591,-6171950598721418038,-569322218183730892,5658615529969625284,-2375266175756882986,-3.10507554786352e+18
5847540986736720765,5847540986736720765,4196146076384098027,7191770005709670956,9213260650272029784,-4509487968959834430,-1.3428200113548252e+18
5849490334294127641,5849490334294127641,-1638122353599615846,1173658987415870390,3739926497176994524,7000840123067725009,1.7199768300954798e+18
5854206600849997966,5854206600849997966,5514214996211995551,-5446204508747882127,5263606973029607223,6409304780354173378,-3.605608255586388e+18
5870088709232734362,5870088709232734362,7342707578347442862,6778168087818060600,-7033990154815318757,2623290164732957912,-7.277691357631151e+18
5875183869203898283,5875183869203898283,9028580484484026894,-6313130301986591995,-5781461435447152359,7986490214699943896,-4.3511179791482875e+18
5901067357946111913,5901067357946111913,3196303498841885455,4189221198175710203,5045927063019110283,-2476100034099959458,-6.174871522512567e+18
5906767912084571064,5906767912084571064,-6634868367571835312,8295457724580096419,8433131156569129937,7828019124127586556,-3.718969219417182e+18
5913609969272242724,5913609969272242724,7813943820850065086,-1706114177222872702,-1737937277055036780,-6016433871633244814,1.3627236517151933e+18
5928346445655989915,5928346445655989915,3116298625885250927,-1119244241345534741,7756118769128656312,8926283897590637985,7.104734618727921e+18
5929055844564382383,5929055844564382383,5929055844564382383,-86767468210285959,-5628343274127925011,2255878226385826814,-5.458316826145146e+18
5930806521893160184,5930806521893160184,1003778007373126185,2531450382701518075,363303724138208407,1220948775534529013,-7.193893108516217e+18
5934557073194045393,5934557073194045393,-6858665134018491791,-6016433871633244814,5156657166068502754,-7454907763335725103,-6.510151088126868e+18
5937899505996968869,5937899505996968869,6743199836219189414,7528802258213768379,-5014627593450767720,-3058031327323357308,3.2680649293685596e+18
5940374562401786524,5940374562401786524,5681075485882787671,3801658304588389996,-498521148402713730,-4068545238978420047,4.667058261084775e+18
5947470908330062710,5947470908330062710,5947470908330062710,-5314778455998444995,3884256359744615997,2474876390020567211,-4.5759434177658993e+18
5949788789046720741,5949788789046720741,-7534240757267992657,7419040071212162906,-8815620240581422908,428486625959995206,1.674373276159762e+18
5962268176939710955,5962268176939710955,-6858665134018491791,1434312143013787309,6424668376409530281,8947914348334479785,-4.5243555494575273e+18
5964888566269323942,5964888566269323942,4774970687540378081,-1606909838151129701,4345055131254210605,4785499183287168509,-6.56617532143414e+18
5965544132537436406,5965544132537436406,-4295420427690447901,-330801551666885085,4869691310149728361,3801064060797809024,-2.587745393898246e+18
5967886403500658324,5967886403500658324,4700641534148321049,4869691310149728361,8946250624470221174,5817939718364925129,5.380540855517465e+18
5979676385148714519,5979676385148714519,1662917027785920354,9207286802575546269,-3820497466351868775,7395435905985567130,-5.027816744653978e+18
5998661158461710046,5998661158461710046,1525988103928186217,161784308223385549,7372398343609401828,-6644783190271298310,-3.3683575004554665e+18
6001127456099879458,6001127456099879458,-1419343869401004365,8084284001249507595,-7826213337362450520,-1104501717379772664,-2.6979067624255964e+18
6006800146436649545,6006800146436649545,8378863480597222815,-5570795524983603787,-6546787050052580484,-519908173368613957,4.644672909721737e+18
6009447229221815725,6009447229221815725,-5025556998520984849,-6313130301986591995,-2548446404469756145,-8368414190009234878,-9.184137057748006e+18
6015995473246774717,6015995473246774717,-1287202638861144684,-746073086109727488,2259988589066296676,5293701842202310496,6.858632230975272e+18
6016376495317032228,6016376495317032228,-7685837606421530296,7973573994178035769,-3964583697784528168,-8279505492976427918,6.090517797383271e+18
6023609667389715259,6023609667389715259,4119190424078847945,-7101541512657907485,-6451309518266745024,4151147085496712967,3.703141283586667e+18
6031953227014493100,6031953227014493100,4109366816886873672,9178250635927683,-7217198366041991957,-5628897645967553681,9.158289456544908e+18
6034099213718885791,6034099213718885791,7203367456821804602,6908884359295619150,7303676031229268527,6634206168889468590,3.399073250354436e+18
6040574489860277999,6040574489860277999,8789407896263306493,2121807307434667949,4785499183287168509,4345055131254210605,-1.6069098381511296e+18
6042459843569845586,6042459843569845586,-6362758570633473480,6309804346176212907,7828019124127586556,8433131156569129937,8.295457724580096e+18
6044362651232258738,6044362651232258738,8586403905004879205,-5952729859839521828,1738052593226421681,7993526700719577624,-6.255158415883848e+18
6045455576279706291,6045455576279706291,8413971365124666862,-1419343869401004365,3995377148178067553,8084284001249507595,-2.6979067624255964e+18
6049739262059615567,6049739262059615567,-5204755921272353160,2668385070649954934,8267509427016592713,-5618100784509704440,-3.751398885033122e+18
6059546463839992340,6059546463839992340,3706563147339457456,8396284143617057811,817467807875770568,3256054536066714292,8.089766674179723e+18
6062146090334604102,6062146090334604102,4577451034168098359,4151147085496712967,3703141283586666995,-23817016428727099,1.3795461452373814e+18
6063029961433390149,6063029961433390149,-2213320166727371491,-2375266175756882986,-2477364558321255827,6798386551136144335,5.658615529969625e+18
